Date,Ticker,Full_Article_Sentiment,Summary_Sentiment,change_in_full_sentiment,change_in_summary_sentiment,rolling_avg_full_sentiment,rolling_avg_summary_sentiment,volatility_full_sentiment,volatility_summary_sentiment
2022-10-29,AAPL,0.9994,0.9501,-0.00010000000000010001,-0.0016000000000000458,0.9986875,0.689175,0.000887294577165191,0.463280759906992
2022-10-29,ABNB,0.9948,0.0,,,0.9948,0.0,,
2022-10-29,AVGO,0.9973,0.5423,-0.0014000000000000679,0.3654,0.9980333333333333,0.5636,0.0007023769168568799,0.39777794056483323
2022-10-29,BKI,0.9949,-0.5859,,,0.9949,-0.5859,,
2022-10-29,DLB,0.9993,-0.3045,,,0.9993,-0.3045,,
2022-10-29,PLTR,0.9995,0.0,-0.00029999999999996696,-0.9299,0.99965,0.46495,0.00021213203435594088,0.6575385958253706
2022-10-29,RDVT,0.9983,0.4404,,,0.9983,0.4404,,
2022-10-29,XIACF,0.9998,0.5423,,,0.9998,0.5423,,
2022-10-30,AAPL,0.9775,0.552,-0.02189999999999992,-0.3980999999999999,0.99445,0.66174,0.009506445182085637,0.405875834461723
2022-10-30,CLFD,0.9975,0.7691,,,0.9975,0.7691,,
2022-10-30,CPTN,0.9723,0.8934,,,0.9723,0.8934,,
2022-10-30,EMBK,0.9912,0.5574,,,0.9912,0.5574,,
2022-10-30,INTC,0.9983,0.8658,,,0.9983,0.8658,,
2022-10-30,NET,0.9998,0.5423,0.0031999999999999806,1.1417000000000002,0.9984500000000001,0.2957666666666667,0.0016575584454250611,0.8008830272476333
2022-10-30,QCOM,0.9968,0.8935,,,0.9968,0.8935,,
2022-10-30,SHOP,0.9857,0.7096,-0.01319999999999999,0.1673,0.9935333333333333,0.6372,0.006937098336720667,0.0858895220617742
2022-10-30,ZM,0.9984,0.3919,,,0.9984,0.3919,,
2022-10-31,AAPL,0.99945,0.8869499999999999,0.021949999999999914,0.33494999999999986,0.99473,0.66763,0.009658390135006932,0.4096232653304741
2022-10-31,ACLS,0.9977,0.6997,,,0.9977,0.6997,,
2022-10-31,CALX,0.9976,0.9589,,,0.9976,0.9589,,
2022-10-31,ENFN,0.9954,0.8456,,,0.9954,0.8456,,
2022-10-31,ENV,0.9992,0.9789,,,0.9992,0.9789,,
2022-10-31,GLW,0.9982,0.8176,,,0.9982,0.8176,,
2022-10-31,HUT,0.9979,0.0296,,,0.9979,0.0296,,
2022-10-31,KARO,0.9958,-0.0516,,,0.9958,-0.0516,,
2022-10-31,KNBE,0.9946,0.6478,,,0.9946,0.6478,,
2022-10-31,LFUS,0.9989,0.8658,,,0.9989,0.8658,,
2022-10-31,LPL,0.7224,-0.9144,,,0.7224,-0.9144,,
2022-10-31,MDTKF,0.9986,0.8555,,,0.9986,0.8555,,
2022-10-31,MSFT,0.9995,0.9428,-0.0003666666666666263,0.01093333333333335,0.9845888888888888,0.9207555555555555,0.026144987480784313,0.029229310504912575
2022-10-31,PLTR,0.9986,-0.631,-0.0009000000000000119,-0.631,0.9993,0.09963333333333331,0.0006244997998398488,0.7852052619113892
2022-10-31,SLNHP,0.9985,0.5413,,,0.9985,0.5413,,
2022-10-31,TSM,0.9956,0.023249999999999993,0.04280000000000006,-0.83225,0.9012833333333333,0.4639666666666667,0.12809559256013978,0.4182992539239502
2022-10-31,WK,0.9983,-0.8662,,,0.9983,-0.8662,,
2022-10-31,ZM,0.9981,0.7530333333333333,-0.00029999999999996696,0.3611333333333333,0.99825,0.5724666666666667,0.00021213203435594088,0.25535982891250186
2022-11-01,CLFD,0.9961,0.9349,-0.0014000000000000679,0.16579999999999995,0.9968,0.852,0.0009899494936612145,0.11723830432072954
2022-11-01,CTSH,0.9985,0.967,,,0.9985,0.967,,
2022-11-01,NEWR,0.9983,-0.2247,,,0.9983,-0.2247,,
2022-11-01,NNDM,0.9963,0.9681,,,0.9963,0.9681,,
2022-11-01,ON,0.9992,0.7876,,,0.9992,0.7876,,
2022-11-01,PLTR,0.9996,0.5789,0.0010000000000000009,1.2099,0.999375,0.21944999999999998,0.0005315072906367296,0.6844382148886778
2022-11-01,SMCI,0.9983,0.8896,,,0.9983,0.8896,,
2022-11-02,AAPL,0.9999,0.8424,0.00045000000000006146,-0.04454999999999987,0.99515,0.8366300000000001,0.009868637190615499,0.1656020667141566
2022-11-02,AVGO,0.9965,0.4779,-0.0007999999999999119,-0.06440000000000001,0.99765,0.5421750000000001,0.0009574271077563373,0.32759881333728913
2022-11-02,DELL,0.9999,0.9478,,,0.9999,0.9478,,
2022-11-02,HKD,0.9989,0.8787,,,0.9989,0.8787,,
2022-11-02,IFNNY,0.9997,0.7651,,,0.9997,0.7651,,
2022-11-02,KYCCF,0.9987,0.9732,,,0.9987,0.9732,,
2022-11-02,MRVL,0.9991,0.9806,-0.0006000000000000449,0.045700000000000074,0.9994000000000001,0.95775,0.00042426406871199957,0.03231477990022527
2022-11-02,MSFT,0.9949,0.9618,-0.0046000000000000485,0.019000000000000017,0.9871666666666667,0.9310166666666666,0.02196102608410329,0.03147586376892619
2022-11-02,NEWR,1.0,0.9274,0.0017000000000000348,1.1521,0.99915,0.35135,0.0012020815280171554,0.8146577226050213
2022-11-02,NNDM,0.998,0.926,0.0017000000000000348,-0.042099999999999915,0.99715,0.94705,0.0012020815280171554,0.02976919548795355
2022-11-02,PCOR,0.9746,-0.7008,,,0.9746,-0.7008,,
2022-11-02,PHUN,1.0,0.128,,,1.0,0.128,,
2022-11-02,SAP,0.9991,0.9366,,,0.9991,0.9366,,
2022-11-02,SHOP,0.9998,0.6369,0.014100000000000001,-0.07269999999999999,0.9951,0.6371249999999999,0.006473020933072884,0.07012866152056993
2022-11-02,TSM,0.9996,0.7512,0.0040000000000000036,0.72795,0.9258625,0.535775,0.11556612374884491,0.3705067576981559
2022-11-02,WIGBY,0.9999,0.8519,,,0.9999,0.8519,,
2022-11-02,ZM,0.9413,-0.8496,-0.05679999999999996,-1.6026333333333334,0.9792666666666667,0.09844444444444445,0.03288043998083557,0.8406518438643864
2022-11-03,AAPL,0.9908,0.631,-0.009099999999999997,-0.21140000000000003,0.9934099999999999,0.77249,0.009674993540049455,0.17187864323411434
2022-11-03,ADTN,0.9974,0.5719,,,0.9974,0.5719,,
2022-11-03,AMD,0.9941500000000001,0.7299,-0.005649999999999933,-0.11029999999999995,0.99795,0.8170000000000001,0.0032912763481664094,0.07812765195498962
2022-11-03,ASML,0.9996,0.2023,,,0.9996,0.2023,,
2022-11-03,CDNS,0.9993,0.872,,,0.9993,0.872,,
2022-11-03,CRM,0.9767,0.4391,,,0.9767,0.4391,,
2022-11-03,EGIO,0.9985,0.8027,,,0.9985,0.8027,,
2022-11-03,ESTC,0.9998,0.743,,,0.9998,0.743,,
2022-11-03,GFS,0.99775,0.9218,,,0.99775,0.9218,,
2022-11-03,IREN,0.998,-0.4404,,,0.998,-0.4404,,
2022-11-03,KEYS,0.9989,0.6136,,,0.9989,0.6136,,
2022-11-03,MSFT,0.98985,0.8267,-0.005049999999999999,-0.1351,0.9877033333333334,0.9101533333333333,0.01905662760184903,0.05403185068909713
2022-11-03,NVDA,0.9887,0.8221,-0.007699999999999929,-0.12159999999999993,0.5153333333333333,0.4682,0.8265724791773152,0.7208501300547847
2022-11-03,OKTA,0.9981,0.832,,,0.9981,0.832,,
2022-11-03,TXN,0.9999,0.9709,0.0011999999999999789,0.399,0.9993000000000001,0.7714,0.0008485281374238028,0.2821356056934325
2022-11-03,TYL,0.9974,0.97,,,0.9974,0.97,,
2022-11-03,VNET,0.9987,0.7184,,,0.9987,0.7184,,
2022-11-04,AMD,0.9981,0.8207,0.003949999999999898,0.09079999999999999,0.9979875,0.817925,0.002688362264775045,0.06381778096006366
2022-11-04,APP,0.9997,0.9136,,,0.9997,0.9136,,
2022-11-04,APPEF,0.9977,-0.1027,,,0.9977,-0.1027,,
2022-11-04,III,0.997,0.5046,,,0.997,0.5046,,
2022-11-04,INTC,-0.5284,0.6827,-1.5267,-0.18310000000000004,0.23495,0.77425,1.079539922837502,0.12947125163525688
2022-11-04,MCHP,0.997,0.9524,,,0.997,0.9524,,
2022-11-04,SYNA,0.9949,0.9597,,,0.9949,0.9597,,
2022-11-05,BILL,0.9991,0.7845,,,0.9991,0.7845,,
2022-11-05,CHKP,0.9982,-0.4019,,,0.9982,-0.4019,,
2022-11-05,DIS,0.994,0.0,,,0.994,0.0,,
2022-11-05,KLAC,0.9845,0.8625,-0.005799999999999916,1.0278,0.9874,0.3486,0.004101219330881955,0.7267643497035335
2022-11-05,PLTR,0.9985,0.836,-0.0010999999999999899,0.2571,0.9992000000000001,0.34276,0.000604152298679743,0.6537342984730111
2022-11-05,TSM,0.9957,0.7087,-0.0039000000000000146,-0.04249999999999998,0.93983,0.57036,0.10484322581836178,0.33005613802806333
2022-11-06,AAPL,0.998,0.2023,0.007199999999999984,-0.42869999999999997,0.9931300000000001,0.62293,0.009476523624198846,0.27381537027712655
2022-11-06,CSCO,0.9969,0.41459999999999997,,,0.9969,0.41459999999999997,,
2022-11-06,EBIX,0.9997,0.5859,,,0.9997,0.5859,,
2022-11-06,GFS,0.9975,0.8271,-0.00024999999999997247,-0.0947,0.997625,0.87445,0.00017677669529657817,0.06696301217836606
2022-11-06,INDI,0.9998,0.9509,,,0.9998,0.9509,,
2022-11-06,INSG,0.9988,0.6908,,,0.9988,0.6908,,
2022-11-06,INTC,-0.829,-0.5927,-0.3006,-1.2753999999999999,-0.11969999999999999,0.3186,0.9798127831376768,0.7945012083061925
2022-11-06,MSFT,0.9239,-0.7182,-0.06594999999999995,-1.5449,0.9816033333333334,0.5889933333333334,0.032512780393083696,0.7326296746803408
2022-11-06,QCOM,0.9682,0.4497,-0.02860000000000007,-0.4438,0.9824999999999999,0.6716,0.02022325394193527,0.3138139894905898
2022-11-06,SITM,0.9999,0.9594,,,0.9999,0.9594,,
2022-11-06,WDAY,0.9987,0.6593,,,0.9987,0.6593,,
2022-11-07,AAPL,-0.011199999999999988,-0.2817,-1.0091999999999999,-0.484,0.79539,0.45619,0.45091244493803884,0.49351105914660093
2022-11-07,AMD,0.9872,-0.7383,-0.01090000000000002,-1.559,0.99583,0.50668,0.0053567247455884835,0.6981559868682643
2022-11-07,CRDO,0.9997,0.9042,,,0.9997,0.9042,,
2022-11-07,HLIT,0.9992,0.9841,,,0.9992,0.9841,,
2022-11-07,IOT,0.9996,0.128,,,0.9996,0.128,,
2022-11-07,LFUS,0.9986,0.942,-0.00029999999999996696,0.07619999999999993,0.99875,0.9038999999999999,0.00021213203435594088,0.053881536726414915
2022-11-07,MNDY,0.9984,0.6486,,,0.9984,0.6486,,
2022-11-07,MU,-0.4573,0.802,,,-0.4573,0.802,,
2022-11-07,NVDA,0.9927,0.8957,0.0040000000000000036,0.0736,0.634675,0.575075,0.715856905510219,0.6261834149565658
2022-11-07,OLO,0.9967,0.8658,,,0.9967,0.8658,,
2022-11-07,PLTR,0.9997,0.5647,0.0011999999999999789,-0.2713,0.9991800000000002,0.26971999999999996,0.0005805170109480231,0.588923574838026
2022-11-07,SSYS,0.9962,0.9286,,,0.9962,0.9286,,
2022-11-07,TEAM,0.9984,0.0,,,0.9984,0.0,,
2022-11-07,TWLO,0.9974,0.09,-0.000300000000000078,-0.7691,0.9975499999999999,0.47454999999999997,0.00021213203435598016,0.5438358254105736
2022-11-07,U,0.9975,0.9628,,,0.9975,0.9628,,
2022-11-08,AZPN,0.9956,0.7003,,,0.9956,0.7003,,
2022-11-08,CDW,0.9957,0.802,,,0.9957,0.802,,
2022-11-08,CMBM,0.9969,0.8207,,,0.9969,0.8207,,
2022-11-08,CRWD,0.9998,0.6249,,,0.9998,0.6249,,
2022-11-08,DOX,0.9989,0.928,-0.0004999999999999449,0.03700000000000003,0.99915,0.9095,0.00035355339059323483,0.026162950903902322
2022-11-08,DQ,0.9995,0.7717,0.0044000000000000705,-0.18609999999999993,0.9979666666666667,0.8743,0.0024846193538112468,0.09450878266066065
2022-11-08,DSG:CA,0.9958,0.6597,,,0.9958,0.6597,,
2022-11-08,ENPH,0.994,0.9565,,,0.994,0.9565,,
2022-11-08,EPAM,0.9957,0.6016,,,0.9957,0.6016,,
2022-11-08,EXTR,0.9981,0.4927,,,0.9981,0.4927,,
2022-11-08,HUBS,0.9995,0.9062,,,0.9995,0.9062,,
2022-11-08,IFNNF,0.9997,0.7651,,,0.9997,0.7651,,
2022-11-08,INFY,0.9992,0.9299,,,0.9992,0.9299,,
2022-11-08,LSCC,0.9993,0.9823,,,0.9993,0.9823,,
2022-11-08,MNDY,0.97895,0.8133,-0.019449999999999967,0.16470000000000007,0.988675,0.73095,0.013753226894078326,0.11646048686142442
2022-11-08,MNTV,0.9975,0.8107,,,0.9975,0.8107,,
2022-11-08,NLST,0.999,-0.872,,,0.999,-0.872,,
2022-11-08,NVDA,0.9995,0.5318,0.006800000000000028,-0.3639,0.7076399999999999,0.56642,0.6410598942376601,0.5426359709787032
2022-11-08,NVTS,0.9987,0.4019,,,0.9987,0.4019,,
2022-11-08,PLTR,0.9982,0.09,-0.0015000000000000568,-0.4747,0.99892,0.28772,0.000683373982530844,0.5799254926281479
2022-11-08,RMBS,0.9997,0.7003,,,0.9997,0.7003,,
2022-11-08,SEDG,0.9984,0.9538,,,0.9984,0.9538,,
2022-11-08,SWKS,0.5232,-0.6921,,,0.5232,-0.6921,,
2022-11-08,TSM,0.9999,0.8767,0.0041999999999999815,0.16800000000000004,0.98872,0.64307,0.02018457331726363,0.35351297995971803
2022-11-08,U,0.9978,0.296,0.00029999999999996696,-0.6668000000000001,0.99765,0.6294,0.00021213203435594088,0.4714988016951899
2022-11-08,WEMXF,0.9963,-0.872,,,0.9963,-0.872,,
2022-11-09,AAPL,0.9956666666666667,0.5089333333333333,1.0068666666666668,0.7906333333333333,0.7946333333333333,0.3805866666666667,0.45048738297783897,0.43670957842585584
2022-11-09,ADBE,0.9982,0.9042,-0.0010000000000000009,-0.05349999999999999,0.9990666666666667,0.9221,0.0008082903768655221,0.03083066655134138
2022-11-09,AMD,-0.18926666666666667,0.48136666666666666,-1.1764666666666665,1.2196666666666667,0.7579966666666667,0.42677333333333334,0.5295585072072354,0.666776182004793
2022-11-09,ASAN,0.999,0.8779,,,0.999,0.8779,,
2022-11-09,ASYS,0.9994,0.8126,,,0.9994,0.8126,,
2022-11-09,HIVE,-0.9961,0.1779,,,-0.9961,0.1779,,
2022-11-09,INFA,0.9736,-0.1372,,,0.9736,-0.1372,,
2022-11-09,OUST,0.943,-0.2617,,,0.943,-0.2617,,
2022-11-09,PLTR,0.9991,-0.1596,0.0009000000000000119,-0.2496,0.99902,0.382,0.0006610597552415894,0.4052343334417754
2022-11-09,ROG,0.9993,0.6623,,,0.9993,0.6623,,
2022-11-09,SWKS,0.994,0.9217,0.4708,1.6138,0.7585999999999999,0.11479999999999996,0.3329058725826266,1.1411289234788504
2022-11-09,UCTT,0.9804,0.4019,-0.017999999999999905,-0.19839999999999997,0.9894000000000001,0.5011,0.012727922061357828,0.14028998538741103
2022-11-09,ZETA,0.9906,0.9384,,,0.9906,0.9384,,
2022-11-10,AAPL,0.9983,0.7987,0.0026333333333332654,0.2897666666666666,0.7943133333333334,0.3718466666666667,0.45030565273921314,0.4254486720575766
2022-11-10,AMAT,0.999,0.6969,,,0.999,0.6969,,
2022-11-10,APPS,0.9905,0.1531,,,0.9905,0.1531,,
2022-11-10,AUR,0.9994,0.8176,,,0.9994,0.8176,,
2022-11-10,HPE,0.9998,0.8974,,,0.9998,0.8974,,
2022-11-10,IBM,0.9991,0.9061,,,0.9991,0.9061,,
2022-11-10,INTC,0.8394,0.8248,1.6684,1.4175,0.12007500000000002,0.44515,0.9327326854463716,0.6963340122862495
2022-11-10,MSFT,1.0,0.9165,0.07609999999999995,1.6347,0.98163,0.58592,0.032531553913085653,0.7308618590404071
2022-11-10,PLTR,0.9994000000000001,0.80175,0.000300000000000078,0.9613499999999999,0.9989800000000001,0.42657,0.0006220932405998927,0.4428169734777564
2022-11-10,XIACF,0.9998,-0.2086,0.0,-0.7509,0.9998,0.16685,0.0,0.5309664819929786
2022-11-11,ACN,0.9994,0.9522,,,0.9994,0.9522,,
2022-11-11,COUP,0.9995,-0.0516,,,0.9995,-0.0516,,
2022-11-11,CRM,0.9985,-0.3898,0.02180000000000004,-0.8289,0.9876,0.024650000000000005,0.015414927829866766,0.5861208109255293
2022-11-11,CSCO,0.9983,0.6187,0.0013999999999999568,0.20410000000000006,0.9976,0.51665,0.0009899494936610968,0.14432049404017436
2022-11-11,FSLR,0.996,-0.128,,,0.996,-0.128,,
2022-11-11,IBM,0.9944,0.3612,-0.0047000000000000375,-0.5448999999999999,0.99675,0.63365,0.003323401871576839,0.38530248506854975
2022-11-11,INTU,0.9985,-0.3477,,,0.9985,-0.3477,,
2022-11-11,KD,0.9887,0.9494,,,0.9887,0.9494,,
2022-11-11,LAW,0.9962,0.9485,,,0.9962,0.9485,,
2022-11-11,MSFT,0.9999,0.9643,-9.999999999998899e-05,0.047800000000000065,0.98171,0.59022,0.03258692989528161,0.7335447954964986
2022-11-11,NVDA,0.999,0.946,-0.000500000000000056,0.4141999999999999,0.99526,0.82786,0.004551153699868349,0.17296165181912412
2022-11-11,OTEX,0.9994,-0.0387,,,0.9994,-0.0387,,
2022-11-11,QCOM,0.9922,0.2023,0.02400000000000002,-0.24739999999999998,0.9857333333333332,0.5151666666666667,0.015357517160444067,0.3502196072942423
2022-11-11,S,0.9998,0.8887,-9.999999999998899e-05,0.12155000000000005,0.99985,0.827925,7.071067811864696e-05,0.08594882925322489
2022-11-11,SPLK,0.9924,0.4404,-0.007000000000000006,-0.5382,0.9959,0.7095,0.004949747468305877,0.3805648696345999
2022-11-11,SWKS,0.9989,0.7003,0.0049000000000000155,-0.22139999999999993,0.8386999999999999,0.30996666666666667,0.2732419989679479,0.8748472399986945
2022-11-12,AAP,0.999,0.0,,,0.999,0.0,,
2022-11-12,ASML,0.9985,0.9062,-0.0010999999999999899,0.7039,0.99905,0.55425,0.0007778174593051558,0.49773246327721077
2022-11-12,TSM,0.9652,0.34,-0.034700000000000064,-0.5367,0.9911999999999999,0.5399700000000001,0.01467872610276486,0.35123445801914144
2022-11-13,ADBE,0.9917,0.7003,-0.00649999999999995,-0.20389999999999997,0.997225,0.86665,0.0037419914484135303,0.1137211355319083
2022-11-13,BLND,0.9879,0.3935,,,0.9879,0.3935,,
2022-11-13,BLZE,0.9938,0.2023,,,0.9938,0.2023,,
2022-11-13,LITE,0.9864,-0.3182,,,0.9864,-0.3182,,
2022-11-13,MRAAY,0.9987,0.8271,,,0.9987,0.8271,,
2022-11-13,MSFT,1.0,0.9674,9.999999999998899e-05,0.0030999999999999917,0.9827299999999999,0.59134,0.03317746976488712,0.7342578995148775
2022-11-13,PATH,0.9899,-0.5994,,,0.9899,-0.5994,,
2022-11-13,PLTR,0.9999,0.6866,0.0004999999999999449,-0.11514999999999997,0.9992600000000001,0.39669,0.0006655824516918198,0.412269963737355
2022-11-13,PSTG,0.9433,0.7691,,,0.9433,0.7691,,
2022-11-13,TOELF,0.9967,0.9046,-0.0030000000000000027,-0.05920000000000003,0.9982,0.9341999999999999,0.002121320343559605,0.041860721446243594
2022-11-13,ZS,0.9988,0.9593,,,0.9988,0.9593,,
2022-11-14,AMD,0.9732,-0.8176,1.1624666666666665,-1.2989666666666666,0.7526766666666667,0.09521333333333337,0.5266476433273221,0.8071934593942699
2022-11-14,AMKR,0.9987,0.7992,,,0.9987,0.7992,,
2022-11-14,DELL,0.9975,0.9578,-0.0023999999999999577,0.010000000000000009,0.9987,0.9528,0.0016970562748476843,0.007071067811865481
2022-11-14,EXFY,0.9027,0.3947,,,0.9027,0.3947,,
2022-11-14,FROG,0.9977,0.5175,,,0.9977,0.5175,,
2022-11-14,LITE,0.9986,0.802,0.012199999999999989,1.1202,0.9925,0.24190000000000003,0.008626702730475872,0.7921010162851706
2022-11-14,MSFT,0.9967,-0.296,-0.0032999999999999696,-1.2634,0.9841000000000001,0.3668,0.03368256225408037,0.811853672160199
2022-11-14,MU,0.9724,0.0772,1.4297,-0.7248,0.25755000000000006,0.43960000000000005,1.010950565062407,0.5125109950040097
2022-11-14,ORCL,0.9995,0.9706,,,0.9995,0.9706,,
2022-11-14,OUST,0.999,0.5719,0.05600000000000005,0.8335999999999999,0.971,0.1551,0.039597979746446695,0.589444212797106
2022-11-14,PLTR,0.996,0.9753,-0.0039000000000000146,0.28869999999999996,0.9985200000000001,0.47881,0.0015385057685949877,0.4880342692885409
2022-11-14,RSKD,0.9989,0.9091,,,0.9989,0.9091,,
2022-11-14,TOITF,0.9998,0.9542,,,0.9998,0.9542,,
2022-11-14,TWLO,0.9974,0.7391,0.0,0.6491,0.9974999999999999,0.5627333333333333,0.0001732050807568927,0.4137724052342463
2022-11-14,ZS,0.9999,0.9768,0.0010999999999999899,0.01749999999999996,0.99935,0.9680500000000001,0.0007778174593052343,0.012374368670764515
2022-11-15,AMD,0.97975,0.93625,0.006550000000000056,1.75385,0.7497966666666667,0.13648333333333335,0.5250339076880866,0.8517987686198085
2022-11-15,API,0.9941,0.296,,,0.9941,0.296,,
2022-11-15,ARW,0.9953,0.4829,,,0.9953,0.4829,,
2022-11-15,BB,0.9984,0.2023,,,0.9984,0.2023,,
2022-11-15,CSCO,0.9997,0.8287,0.0014000000000000679,0.20999999999999996,0.9983,0.6206666666666667,0.0013999999999999568,0.2070570050332355
2022-11-15,INTC,0.9949,-0.8494,0.15549999999999997,-1.6742,0.29504,0.18624,0.8975279678093603,0.8359621600287898
2022-11-15,INTU,0.9968,0.752,-0.0017000000000000348,1.0997,0.99765,0.20215,0.0012020815280171554,0.7776053272708463
2022-11-15,MSTR,0.029849999999999988,0.0041999999999999815,,,0.029849999999999988,0.0041999999999999815,,
2022-11-15,PLTR,0.8145,0.80525,-0.1815,-0.17004999999999992,0.9617800000000001,0.6218600000000001,0.08234620209821455,0.4488271206712001
2022-11-15,SMAR,0.9944,0.7224,,,0.9944,0.7224,,
2022-11-15,TSM,0.9981,0.79475,0.03290000000000004,0.45474999999999993,0.9917,0.69427,0.01490687760733247,0.20756530177271917
2022-11-16,AAPL,0.9990428571428571,0.6492571428571429,0.0007428571428571562,-0.1494428571428571,0.7959619047619048,0.3754980952380952,0.4512189885073201,0.4282977199599623
2022-11-16,AKTS,0.9995,0.9721,,,0.9995,0.9721,,
2022-11-16,ARLO,0.9985,-0.1779,,,0.9985,-0.1779,,
